Stn_Name,Lat,Long,Prov,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,Stn_No
BALDUR,49.276,-99.292,MB,-17.2,4,-4.9,-2,3,-33.5,3,24.5,0,129,24.5,0,123,0,6,,,NA,845.1,0,5010140
BELMONT,49.3,-99.45,MB,,,NA,,,,,30,0,120,30,0,115,58,6,,,NA,,,5010191
BRANDON A,49.91,-99.952,MB,-19.8,0,NA,-1,0,-37.1,0,20.8,0,NA,15.6,1,NA,26,4,,,NA,1058.3,0,5010481
BRANDON RCS,49.9,-99.95,MB,-19.4,0,NA,-0.6,0,-36.2,0,,,NA,10.5,0,NA,17,2,,,NA,1048.2,0,5010490
CARBERRY CS,49.906,-99.357,MB,-19.8,0,NA,-0.9,0,-36.2,0,,,NA,8.2,0,NA,,3,,,NA,1058.9,0,5010547
CYPRESS RIVER RCS,49.562,-99.074,MB,-18.7,0,NA,-0.7,0,-34.7,0,,,NA,12.3,1,NA,,2,,,NA,1026.3,0,5010641
ELKHORN 2 EAST,49.927,-101.203,MB,-17.7,3,-5.6,-1,3,-35,3,11.8,3,NA,11.8,3,NA,13,4,,,NA,892.8,0,5010QFQ
PORTAGE ROMANCE,49.983,-98.3,MB,,,NA,,,,,12.8,0,NA,12.9,0,NA,20,3,,,NA,,,5012300
PORTAGE LA PRAIRIE CDA,49.95,-98.267,MB,,,NA,,,,,13.1,15,NA,13.1,15,NA,,6,,,NA,,,5012321
PORTAGE SOUTHPORT,49.903,-98.284,MB,-17.9,0,NA,-0.9,0,-30.4,0,,,NA,9,0,NA,8,3,,,NA,1004.6,0,5012324
ROBLIN,51.183,-101.363,MB,-21,0,NA,-1.4,0,-37.6,0,,,NA,21.2,0,NA,19,5,,,NA,1092.7,0,5012469
ST ALPHONSE,49.45,-99.017,MB,-17.4,0,-5.6,-1,0,-34.5,0,13.2,0,74,13.2,0,70,25,3,,,NA,991.5,0,5012545
SHOAL LAKE CS,50.455,-100.604,MB,-20.7,0,NA,-1.9,0,-35.9,0,,,NA,,,NA,,,,,NA,1084.6,0,5012654
VIRDEN WATER,49.842,-100.934,MB,-17.4,0,NA,0,0,-34,0,27,0,NA,27,0,NA,43,4,,,NA,990.9,0,5012961
WASAGAMING,50.655,-99.942,MB,-20.5,0,-6.3,-0.7,0,-39.4,0,,,NA,17.9,0,114,,4,,,NA,1076.7,0,5013117
MELITA,49.281,-100.986,MB,-17.4,0,NA,-0.5,0,-34.3,0,,,NA,11.3,0,NA,,4,,,NA,989.8,0,501A7AR
ROBLIN FRIESEN 3 NORTHWEST,51.267,-101.4,MB,,,NA,,,,,19.6,3,NA,19.6,3,NA,28,6,,,NA,,,501B4G2
RIVERS PETTAPIECE,50.108,-100.179,MB,,,NA,,,,,18.3,4,NA,18.3,4,NA,41,6,,,NA,,,501BMMA
ROSSBURN 4 NORTH,50.75,-100.817,MB,,,NA,,,,,26,1,NA,26,1,NA,,6,,,NA,,,501KE01
DEERWOOD RCS,49.4,-98.319,MB,-17.3,0,NA,-0.7,0,-30.2,0,,,NA,5,1,NA,,2,,,NA,988,0,5020725
EMERSON AUTO,49,-97.238,MB,-19,5,NA,-2.5,4,-32.1,4,,,NA,2.9,5,NA,8,1,,,NA,849.9,0,5020881
GRETNA (AUT),49.031,-97.56,MB,-17.8,0,NA,-1.8,0,-33.9,0,,,NA,6.9,0,NA,,3,,,NA,1001.6,0,5021220
HOLLAND,49.606,-98.875,MB,,,NA,,,,,2,15,NA,2,15,NA,,1,,,NA,,,5021302
KLEEFELD (MAFRI),49.518,-96.901,MB,-18.5,1,NA,-3,0,-33.1,1,,,NA,12.1,2,NA,3,3,,,NA,984.2,0,5021500
MARQUETTE,50.013,-97.807,MB,-18.3,3,-5.7,-1.5,3,-32,3,11.4,3,NA,11.4,3,NA,21,5,,,NA,907.7,0,5021695
MIAMI THIESSEN,49.45,-98.25,MB,-16.2,0,NA,-0.5,0,-30,0,18.3,0,NA,18.4,0,NA,10,6,,,NA,956.7,0,5021737
MORDEN CDA CS,49.188,-98.084,MB,-16.8,0,NA,-0.3,0,-30.7,0,,,NA,11.7,1,NA,8,3,,,NA,973.8,0,5021849
OAKBANK,49.933,-96.85,MB,,,NA,,,,,16.5,0,102,16.5,0,88,31,6,,,NA,,,5022051
PILOT MOUND (AUT),49.191,-98.905,MB,-18.9,0,NA,-1.5,0,-34.6,0,,,NA,13,1,NA,,1,,,NA,1033.3,0,5022125
ST CLAUDE,49.65,-98.367,MB,,,NA,,,,,15.8,4,NA,15.8,4,NA,29,4,,,NA,,,5022550
ST LABRE,49.353,-96.035,MB,,,NA,,,,,41,0,171,43,0,173,0,12,,,NA,,,5022575
SCHANZENFELD,49.133,-97.95,MB,,,NA,,,,,11,0,75,11,0,67,18,3,,,NA,,,5022623
SPRAGUE,49.024,-95.598,MB,-18.6,0,NA,-3.4,0,-38.7,0,,,NA,16.8,0,NA,34,5,,,NA,1025.3,0,5022759
STONY MOUNTAIN,50.117,-97.167,MB,-17.8,1,-4.7,14,1,-32,1,19,1,NA,19,1,NA,0,6,,,NA,966.2,0,5022791
WINNIPEG CHARLESWOOD 2,49.85,-97.273,MB,,,NA,,,,,16.2,0,NA,16.2,0,NA,22,7,,,NA,,,5023225
WINNIPEG THE FORKS,49.888,-97.129,MB,-17.7,0,NA,-2.5,0,-29.7,0,,,NA,9.4,1,NA,,2,,,NA,999.1,0,5023262
CARMAN U OF M CS,49.498,-98.03,MB,-17.8,0,NA,-1.4,0,-32.3,0,,,NA,10.6,0,NA,,3,,,NA,1001.6,0,502I001
WINNIPEG A CS,49.917,-97.249,MB,-19.2,0,NA,-3.1,0,-33.5,0,,,NA,8.7,1,NA,,3,,,NA,1041.2,0,502S001
ARBORG,50.933,-97.083,MB,-20.2,0,-5.3,-3,0,-36,0,24.2,0,239,24.2,0,195,54,6,,,NA,1069.4,0,5030080
BERENS RIVER CS,52.36,-97.022,MB,-23.3,0,-7.1,-5.1,0,-38.6,0,,,NA,16,0,130,17,4,,,NA,1156.8,0,5030203
GEORGE ISLAND (AUT),52.819,-97.616,MB,-22.9,0,NA,-4.9,0,-34.9,0,,,NA,,,NA,57,,,,NA,1144.4,0,5030984
FISHER BRANCH (AUT),51.083,-97.555,MB,-20.9,0,NA,-2.2,0,-37.1,0,,,NA,16.3,0,NA,23,3,,,NA,1090.2,0,50309J6
GIMLI HARBOUR CS,50.631,-96.982,MB,-19.3,0,NA,-2.1,0,-32.2,0,,,NA,,,NA,,,,,NA,1044.5,0,5031041
GIMLI CLIMATE,50.633,-97.05,MB,-20.2,0,NA,-2.2,0,-35.2,0,,,NA,16,0,NA,6,3,,,NA,1070.2,0,5031042
GRAND RAPIDS HYDRO,53.158,-99.283,MB,-20.2,6,-5.2,-5.5,6,-35,6,20.2,6,NA,20.2,6,NA,0,6,,,NA,840.5,0,5031111
GREAT FALLS CLIMATE,50.522,-95.977,MB,-20.4,0,NA,-4,0,-36.1,0,,,NA,23.5,0,NA,,5,,,NA,1076.1,0,5031201
HODGSON 3,51.211,-97.568,MB,-20,8,NA,-2,8,-38,8,9,8,NA,9,8,NA,47,4,,,NA,760.5,0,5031310
INDIAN BAY,49.624,-95.197,MB,-19.2,1,-5.8,-4.5,1,-37.5,1,21,1,NA,21,1,NA,30,5,,,NA,1005.3,0,5031320
GRAND RAPIDS (AUT),53.186,-99.268,MB,-21.4,0,NA,-1.3,0,-37.2,0,,,NA,22.5,0,NA,45,4,,,NA,1104.4,0,5031A10
PINAWA CANWARN,50.148,-95.89,MB,,,NA,,,,,38,0,NA,38,0,NA,39,7,,,NA,,,5032161
RENNIE,49.85,-95.533,MB,-21.5,13,NA,-4.5,9,-39,9,16.8,9,NA,16.8,9,NA,,5,,,NA,592.2,0,5032360
VICTORIA BEACH (AUT),50.7,-96.567,MB,-19.5,0,NA,-3.5,0,-33.2,0,,,NA,,,NA,,,,,NA,1049.7,0,5032951
PINAWA,50.177,-96.065,MB,-20.1,0,NA,-3.4,0,-36.9,0,,,NA,37.2,0,NA,6,16,,,NA,1067,0,503B1ER
BEAVER,50.05,-98.7,MB,,,NA,,,,,5,26,NA,5,26,NA,,2,,,NA,,,5040166
DAUPHIN CS,51.1,-100.057,MB,-19.4,0,NA,0.2,0,-36.1,0,,,NA,12.5,0,NA,10,3,,,NA,1048,0,5040681
DAUPHIN,51.101,-100.053,MB,-19.4,2,NA,0.3,2,-36,2,,,NA,3.3,2,NA,,2,,,NA,972.8,0,5040689
GILBERT PLAINS,51.1,-100.467,MB,-20.3,0,-6.6,-0.1,0,-38.5,0,19.7,0,134,19.7,0,130,28,7,,,NA,1072.1,0,5040985
COWAN,52.033,-100.65,MB,-18.5,0,-4.9,1,0,-39,0,33.3,0,142,33.3,0,134,0,7,,,NA,1020.6,0,5040FJ3
MAFEKING,52.666,-101.098,MB,-18.9,0,-6.1,0,0,-36,0,30,0,145,30,0,143,37,5,,,NA,1033.9,0,5041685
MCCREARY,50.712,-99.53,MB,-18.1,0,-6.2,1.8,0,-39.5,0,,,NA,13.3,2,NA,,4,,,NA,1010.7,0,5043158
OAKPOINT MARINE,50.499,-98.037,MB,-19.8,0,NA,-2.8,0,-32.4,0,,,NA,11.7,0,NA,14,3,,,NA,1059.1,0,504K0NM
SWAN RIVER RCS,52.115,-101.233,MB,-20.5,0,NA,1,0,-37.2,0,,,NA,16,0,NA,,4,,,NA,1077.3,0,504K80K
FLIN FLON,54.683,-101.683,MB,-22.3,0,NA,-1.3,0,-37.5,0,,,NA,,,NA,46,,,,NA,1127.5,0,5050919
FLIN FLON,54.767,-101.883,MB,-21.6,0,-6.7,-1.5,0,-34,0,21,0,126,21,0,126,44,9,,,NA,1109.2,0,5050920
THE PAS A,53.971,-101.091,MB,-21.6,0,NA,-1.1,0,-36.2,0,22.2,1,NA,19.2,0,NA,26,5,,,NA,1107.8,0,5052881
THE PAS CLIMATE,53.967,-101.1,MB,-21.5,0,NA,-1.1,0,-35.5,0,,,NA,15.5,0,NA,21,4,,,NA,1105.2,0,5052890
CHURCHILL,58.739,-94.066,MB,-27.9,0,NA,-11.5,0,-37.9,0,,,NA,5.2,0,NA,,1,,,NA,1285.4,0,5060595
CHURCHILL CLIMATE,58.733,-94.067,MB,-28,0,NA,-11.9,0,-38.1,0,,,NA,5.9,0,NA,,1,,,NA,1288.9,0,5060608
CROSS LAKE JENPEG,54.533,-98.033,MB,-22.7,0,-5.5,-5.1,0,-36.9,0,7,0,38,7,0,38,0,3,,,NA,1140.4,0,5060623
GILLAM A,56.358,-94.411,MB,-26.7,0,NA,-5.9,0,-37.7,0,7.1,0,NA,7.1,0,NA,21,2,,,NA,1250.5,0,5061022
ISLAND LAKE A,53.857,-94.654,MB,-24.6,0,NA,-6.1,0,-37,0,12.4,0,NA,15.2,1,NA,40,6,,,NA,1192.9,0,5061375
KELSEY DAM CS,56.038,-96.51,MB,-25.7,0,NA,-5.9,0,-40.9,0,,,NA,7.6,0,NA,57,1,,,NA,1224.6,0,5061422
LYNN LAKE,56.864,-101.076,MB,-24.9,1,NA,-7,1,-41.3,1,,,NA,15.9,3,NA,,5,,,NA,1158.8,0,5061645
LYNN LAKE RCS,56.85,-101.067,MB,-25.2,0,NA,-7.1,0,-42.4,0,,,NA,6,0,NA,,1,,,NA,1210.2,0,5061649
NORWAY HOUSE,53.958,-97.844,MB,-23.8,1,NA,-4.7,1,-38.3,1,,,NA,7.2,4,NA,,2,,,NA,1127.7,0,5062040
TADOULE LAKE,58.706,-98.512,MB,-27.4,0,NA,-10,0,-40.2,0,,,NA,2.4,0,NA,,1,,,NA,1271.3,0,5062835
TADOULE LAKE CS,58.716,-98.502,MB,-27.9,0,NA,-10.4,0,-42.1,0,,,NA,7.8,0,NA,37,2,,,NA,1284.1,0,5062840
THOMPSON A,55.805,-97.863,MB,-25.2,0,NA,-6.1,0,-40.6,0,11.8,0,NA,8.8,1,NA,27,3,,,NA,1209.9,0,5062921
ATTAWAPISKAT A,52.928,-82.432,ON,-26.6,0,NA,-7.3,0,-38.9,0,,,NA,1.9,0,NA,,1,,,NA,1249.7,0,6010400
BIG TROUT LAKE A,53.818,-89.897,ON,-25.7,0,NA,-9.1,0,-37.2,0,,,NA,3.7,0,NA,,1,,,NA,1224.4,0,6010735
BIG TROUT LAKE,53.816,-89.892,ON,-25.9,0,NA,-9.1,0,-38.2,0,,,NA,10.1,0,NA,33,3,,,NA,1230.1,0,6010740
EAR FALLS (AUT),50.631,-93.221,ON,-20.7,0,NA,-4.8,0,-35.8,0,,,NA,22.3,0,NA,47,4,,,NA,1083.9,0,6012199
FORT SEVERN A,56.019,-87.676,ON,-26.7,1,NA,-8.4,1,-39.3,0,,,NA,0.3,3,NA,,0,,,NA,1207.1,0,6012501
LANSDOWNE HOUSE (AUT),52.196,-87.936,ON,-25.2,0,NA,-6.6,0,-41.6,0,,,NA,13.2,0,NA,41,4,,,NA,1210.5,0,6014353
MUSKRAT DAM,53.441,-91.763,ON,-25.6,1,NA,-7.8,1,-41,0,,,NA,4.2,2,NA,,1,,,NA,1177.1,0,6015026
PEAWANUCK (AUT),54.983,-85.433,ON,-27.7,0,NA,-9.8,0,-42.2,0,,,NA,8,0,NA,18,4,,,NA,1279.3,0,6016295
PICKLE LAKE (AUT),51.449,-90.218,ON,-23.3,0,NA,-6.7,0,-35.6,0,,,NA,15,0,NA,37,6,,,NA,1155.2,0,6016525
PICKLE LAKE A,51.446,-90.214,ON,-23.2,0,NA,-6.7,0,-36.3,0,,,NA,,,NA,44,,,,NA,1154.5,0,6016529
RED LAKE A,51.067,-93.793,ON,-21.9,0,NA,-5.1,0,-36,0,,,NA,,,NA,41,,,,NA,1116,0,6016970
SANDY LAKE A,53.064,-93.344,ON,-24,0,NA,-7.4,0,-38.1,0,,,NA,1,0,NA,,0,,,NA,1175.8,0,6017401
BARWICK,48.633,-93.967,ON,-19.4,18,-7.8,-7,18,-39,18,10.6,18,NA,10.6,18,NA,,3,,,NA,373.6,0,6020559
ATIKOKAN (AUT),48.761,-91.628,ON,-21.7,0,NA,-4.5,0,-39.3,0,,,NA,24.7,0,NA,43,5,,,NA,1110.2,0,6020LPQ
FORT FRANCES RCS,48.651,-93.439,ON,-19.8,0,NA,-3.1,0,-39.3,0,,,NA,27.5,0,NA,,10,,,NA,1057.2,0,6022474
MINE CENTRE SOUTHWEST,48.76,-92.623,ON,-21,0,NA,-3.5,0,-38,0,33.5,0,NA,33.5,0,NA,58,6,,,NA,1090.8,0,6025205
DRYDEN REGIONAL,49.828,-92.744,ON,-20.6,1,NA,-4.2,1,-34.3,1,,,NA,22.2,2,NA,,4,,,NA,1042.4,0,6032125
KENORA RCS,49.791,-94.378,ON,-19.8,0,NA,-6.3,0,-34.5,0,,,NA,16.9,0,NA,32,4,,,NA,1057.9,0,6034073
KENORA A,49.788,-94.363,ON,-19.8,0,NA,-6.4,0,-34.2,0,39.2,1,NA,36.8,0,NA,53,10,,,NA,1058,0,6034076
SIOUX LOOKOUT A,50.114,-91.908,ON,-22.3,0,NA,-4.3,0,-40.2,0,45,1,NA,45,1,NA,30,8,,,NA,1127.7,0,6037776
ARMSTRONG (AUT),50.294,-88.905,ON,-24.4,0,NA,-4.2,0,-44,0,,,NA,20,0,NA,44,3,,,NA,1186.7,0,6040325
CAMERON FALLS (AUT),49.154,-88.345,ON,-20.7,0,NA,-5.4,0,-33.4,0,,,NA,33.2,0,NA,,5,,,NA,1084.6,0,6041110
CARIBOU ISLAND (AUT),47.333,-85.833,ON,-12.9,0,NA,-1.3,0,-24.1,0,,,NA,,,NA,,,,,NA,866.3,0,6041222
GERALDTON A,49.783,-86.931,ON,-24.4,19,-8.6,-11.4,19,-38.9,19,12,19,NA,9.8,19,NA,,3,,,NA,381.3,0,6042716
GERALDTON A,49.779,-86.939,ON,-24,11,NA,-5.8,11,-41.2,11,6.8,11,NA,8.2,11,NA,63,4,,,NA,713.6,0,6042717
PUKASKWA (AUT),48.608,-86.287,ON,-21,0,NA,-6.1,0,-38.9,0,,,NA,39.5,1,NA,64,7,,,NA,1090.6,0,6046768
THUNDER BAY,48.372,-89.322,ON,-20.1,1,NA,-4.3,1,-37.2,1,,,NA,0.2,1,NA,,0,,,NA,1028.3,0,6048260
THUNDER BAY BURWOOD,48.414,-89.278,ON,-18.5,3,NA,-3,3,-35,3,34,3,NA,25.3,3,NA,0,4,,,NA,911.3,0,6048266
THUNDER BAY CS,48.369,-89.327,ON,-19.6,0,NA,-3.9,0,-37.4,0,,,NA,22.9,0,NA,,4,,,NA,1053.3,0,6048268
UPSALA (AUT),49.033,-90.467,ON,-21.9,0,NA,-5.7,0,-37.6,0,,,NA,25.3,0,NA,57,5,,,NA,1118.2,0,6049095
WELCOME ISLAND (AUT),48.369,-89.119,ON,-17.4,0,NA,-2.9,0,-28.9,0,,,NA,,,NA,,,,,NA,992.1,0,6049443
LITTLE FLATLAND ISLAND (AUT),49.69,-88.306,ON,-22.9,0,NA,-5.1,0,-36.8,0,,,NA,115.6,4,NA,18,17,,,NA,1145.4,0,6049470
THUNDER BAY A FIREHALL,48.367,-89.317,ON,,,NA,,,,,32.6,0,NA,29.7,0,NA,16,4,,,NA,,,604S003
LAKE SUPERIOR PROVINCIAL PARK,47.723,-84.814,ON,-21.5,0,NA,-4.8,0,-41,0,,,NA,37,10,NA,121,7,,,NA,1107.2,0,6054425
SAULT STE MARIE A,46.485,-84.51,ON,-18.3,0,NA,-3.3,0,-35.7,0,71,0,NA,36.9,1,NA,19,7,,,NA,1015.2,0,6057591
WAWA A,47.967,-84.786,ON,-20.4,0,NA,-3.9,0,-37.7,0,,,NA,,,NA,83,,,,NA,1073.9,0,6059407
KILLARNEY (AUT),45.967,-81.483,ON,-15.4,0,NA,-3,0,-29.1,0,,,NA,,,NA,,,,,NA,934.4,0,605DJ25
CHAPLEAU A,47.82,-83.347,ON,-21.8,0,-8.6,-5.2,0,-39.8,0,26,1,NA,23.6,0,55,72,7,,,NA,1115.7,0,6061361
MASSEY,46.193,-82.025,ON,-17.8,0,-8.2,-3.5,0,-38.5,0,52.4,0,144,52.4,0,117,45,12,,,NA,1002.8,0,6065006
SUDBURY CLIMATE,46.632,-80.796,ON,-19.3,0,NA,-6.4,0,-34.5,0,,,NA,31.2,0,NA,33,12,,,NA,1045.7,0,6068145
SUDBURY A,46.626,-80.798,ON,-19.3,0,NA,-6,0,-32.2,0,56.7,0,NA,25.4,0,NA,24,9,,,NA,1043.5,0,6068153
BONNER LAKE,49.383,-82.124,ON,-23.7,0,NA,-2.5,0,-40,0,18.3,0,NA,16.7,0,NA,84,7,,,NA,1167.7,0,6070QK6
EARLTON A,47.695,-79.849,ON,-21.7,0,NA,-3.6,0,-37.3,0,,,NA,5.2,0,NA,,2,,,NA,1111.5,0,6072223
EARLTON CLIMATE,47.695,-79.849,ON,-21.7,0,NA,-3.6,0,-37.7,0,,,NA,21.1,0,NA,16,10,,,NA,1111.9,0,6072230
KAPUSKASING A,49.412,-82.468,ON,-23.1,0,NA,-3.5,0,-38.8,0,13.5,1,NA,13.5,2,NA,86,5,,,NA,1151.5,0,6073976
KAPUSKASING CDA ON,49.406,-82.444,ON,-24,0,NA,-4.1,0,-41.4,0,,,NA,11.9,0,NA,,3,,,NA,1176.3,0,6073980
KIRKLAND LAKE CS,48.15,-80,ON,-22.5,0,NA,-3.8,0,-39.1,0,,,NA,16.3,0,NA,43,4,,,NA,1133.2,0,6074211
MOOSONEE,51.291,-80.608,ON,-25,0,NA,-5.5,0,-39.3,0,,,NA,0.9,0,NA,,0,,,NA,1204,0,6075420
MOOSONEE UA,51.267,-80.65,ON,-24.2,1,-6.7,-4.5,1,-38,1,13.7,1,NA,17.1,1,NA,73,5,,,NA,1139.3,0,6075425
MOOSONEE RCS,51.292,-80.618,ON,-24.8,0,NA,-4.9,0,-37.6,0,,,NA,33.2,1,NA,79,17,,,NA,1199.5,0,6075435
NAGAGAMI (AUT),49.747,-84.164,ON,-23.5,0,NA,-4.1,0,-37.6,0,,,NA,16.9,1,NA,,3,,,NA,1162.9,0,6075543
OGOKI POST A,51.659,-85.901,ON,-24.1,0,NA,-5,0,-36.1,0,,,NA,4,0,NA,,2,,,NA,1179.7,0,6075786
TIMMINS CLIMATE,48.557,-81.39,ON,-23,0,NA,-4,0,-40.8,0,,,NA,17.3,0,NA,53,6,,,NA,1148.6,0,6078282
TIMMINS A,48.571,-81.377,ON,-23,0,NA,-3.6,0,-40.6,0,,,NA,,,NA,,,,,NA,1148.2,0,6078286
ALGONQUIN PARK EAST GATE,45.533,-78.267,ON,-18.7,0,NA,-4.5,0,-35.8,0,,,NA,32,0,NA,52,11,,,NA,1027.8,0,6080192
NORTH BAY A,46.364,-79.424,ON,-19.2,0,NA,-6.3,0,-35.2,0,,,NA,3.8,0,NA,,2,,,NA,1041,0,6085680
GORE BAY CLIMATE,45.883,-82.567,ON,-16.4,0,NA,-2.8,0,-33.8,0,,,NA,12,0,NA,35,3,,,NA,963.6,0,6092920
GREAT DUCK ISLAND (AUT),45.633,-82.95,ON,-13,0,NA,-1.6,0,-27.4,0,,,NA,,,NA,,,,,NA,866.6,0,6093005
SANDFIELD,45.69,-81.982,ON,-16.4,0,NA,-3,0,-34,0,98,0,NA,98,0,NA,76,17,,,NA,964.3,0,6097426
APPLETON,45.186,-76.113,ON,-16.1,3,NA,-3,3,-29,3,38,3,NA,38,3,NA,31,9,,,NA,853.6,0,6100285
BROCKVILLE CLIMATE,44.635,-75.748,ON,-15.9,0,NA,-2.1,0,-30.9,0,,,NA,31.9,0,NA,,9,,,NA,950.5,0,6100970
BROCKVILLE PCC,44.6,-75.667,ON,-14.7,0,-8.6,-1,0,-27,0,66.1,0,169,66.1,0,103,0,13,,,NA,915,0,6100971
CHALK RIVER AECL,46.05,-77.367,ON,-16.9,8,-7.7,-3.5,8,-29.5,8,15.4,8,NA,15.4,8,NA,,8,,,NA,698.7,0,6101335
CORNWALL,45.016,-74.749,ON,-14.4,0,-7.9,-2,0,-25,0,103,0,269,103,0,171,61,15,,,NA,906.9,0,6101874
DRUMMOND CENTRE,45.032,-76.253,ON,-15.9,0,-7.4,-2.5,0,-29.5,0,52.4,0,148,52.4,0,102,36,9,,,NA,948.4,0,6102J13
HARTINGTON IHD,44.428,-76.69,ON,-14.2,0,-7.8,-2,0,-27.5,0,81,0,253,83,0,132,65,14,,,NA,901.3,0,6103367
KEMPTVILLE CS,45,-75.633,ON,-16.2,0,NA,-2.8,0,-29.4,0,,,NA,40.7,0,NA,26,9,,,NA,956.8,0,6104027
KINGSTON CLIMATE,44.223,-76.599,ON,-14.2,0,NA,-0.4,0,-28.4,0,,,NA,24.1,0,NA,,7,,,NA,901.2,0,6104142
OMPAH-SEITZ,45.054,-76.784,ON,-16.1,0,NA,-3.5,0,-28.5,0,117.5,0,NA,117.5,0,NA,48,13,,,NA,955.4,0,6105762
OTTAWA CDA,45.383,-75.717,ON,-15.8,0,-8,-3.3,0,-27.7,0,54,0,156,33.8,0,68,32,8,,,NA,946.4,0,6105976
OTTAWA CDA RCS,45.383,-75.717,ON,-16.2,0,NA,-3.4,0,-28,0,,,NA,30,0,NA,34,8,,,NA,957.4,0,6105978
OTTAWA INTL A,45.317,-75.667,ON,-16.2,0,NA,-3.5,0,-26.8,0,64.4,0,NA,38,0,NA,60,11,,,NA,957.8,0,6106001
PEMBROKE CLIMATE,45.86,-77.252,ON,-18,0,NA,-2.9,0,-31.3,0,,,NA,23.5,1,NA,,10,,,NA,1007.4,0,6106367
PETAWAWA AWOS 2,45.95,-77.317,ON,-17.8,2,NA,-3.4,2,-31.4,2,,,NA,21.5,2,NA,,9,,,NA,931.9,0,6106396
ST. ALBERT,45.287,-75.064,ON,-17.4,0,-8.2,-3,0,-34.5,0,60,0,156,60,0,100,0,14,,,NA,991,0,6107276
PETAWAWA HOFFMAN,45.883,-77.25,ON,-16.9,0,NA,-3,0,-29.5,0,36.2,0,NA,26.8,0,NA,45,10,,,NA,978.1,0,610FC98
BALACLAVA,44.67,-80.777,ON,,,NA,,,,,90.6,0,NA,90.6,0,NA,62,11,,,NA,,,6110470
BALDWIN,44.267,-79.319,ON,-14.8,1,NA,-1.5,1,-34.5,1,51.6,1,NA,51.6,1,NA,27,12,,,NA,886.5,0,6110480
BARRIE LANDFILL,44.385,-79.736,ON,-11.7,9,NA,21,5,-32,5,39,5,NA,39,5,NA,22,11,,,NA,563.6,0,6110556
BEATRICE CLIMATE,45.14,-79.403,ON,-17.9,0,NA,-3.3,0,-36.5,0,,,NA,30.1,4,NA,72,9,,,NA,1004.8,0,6110607
COLDWATER WARMINSTER,44.631,-79.539,ON,-14.9,0,NA,-3,0,-29,0,70.6,0,NA,70.6,0,NA,48,14,,,NA,920.3,0,6111769
COLLINGWOOD,44.5,-80.217,ON,-12.7,0,NA,-1.3,0,-29.1,0,,,NA,19.2,0,NA,,4,,,NA,860.7,0,6111792
LAGOON CITY,44.547,-79.217,ON,-15.8,0,NA,-3.8,0,-33,0,,,NA,,,NA,,,,,NA,946.1,0,6114295
MARKDALE,44.269,-80.712,ON,-15.9,1,NA,-3.5,1,-36,1,77.4,1,NA,77.4,1,NA,63,15,,,NA,915.6,0,6114979
MIDLAND WATER POLLUTION CONTROL PLANT,44.758,-79.875,ON,-16,16,-9.6,-3,16,-31,16,0,16,NA,0,16,NA,,0,,,NA,408.5,0,6115127
MUSKOKA A,44.967,-79.3,ON,,,,,,,,56,20,NA,24.8,20,NA,,6,,,NA,,,6115525
MUSKOKA,44.975,-79.303,ON,-17.3,0,NA,-3.1,0,-35.4,0,,,NA,1.3,0,NA,,1,,,NA,988,0,6115529
NIPISSING,46.1,-79.521,ON,,,NA,,,,,11,8,NA,11,7,NA,46,6,,,NA,,,6115669
ORILLIA BRAIN,44.603,-79.439,ON,-13.4,3,NA,21.5,3,-28.5,3,64.2,3,NA,64.2,3,NA,,11,,,NA,785.6,0,6115811
PARRY SOUND CCG,45.344,-80.044,ON,-17,0,NA,-2.9,0,-34.8,0,,,NA,35,14,NA,47,7,,,NA,979.1,0,6116257
RAVENSCLIFFE,45.354,-79.27,ON,-16.4,0,NA,-3,0,-33,0,54,0,NA,54,0,NA,0,11,,,NA,964,0,6116901
SHANTY BAY,44.399,-79.633,ON,-14.9,0,-8.4,-2.5,0,-30,0,52.8,0,104,52.9,0,76,53,14,,,NA,919.9,0,6117684
BARRIE-ORO,44.483,-79.55,ON,-16,0,NA,-3.9,0,-31.7,0,,,NA,32.6,0,NA,,11,,,NA,951.3,0,6117700
SPRUCEDALE,45.425,-79.488,ON,,,NA,,,,,36.7,0,NA,36.7,0,NA,80,10,,,NA,,,6117981
THORNBURY 3,44.551,-80.468,ON,,,NA,,,,,63.4,0,NA,63.4,0,NA,51,14,,,NA,,,6118240
UDORA,44.263,-79.161,ON,-13.7,0,-7.1,18.5,0,-30.5,0,46,0,166,46,0,100,30,14,,,NA,888.6,0,6119055
WIARTON A,44.744,-81.109,ON,-15.2,0,NA,-2.6,0,-34.3,0,74.3,0,NA,59.3,0,NA,42,17,,,NA,930.1,0,6119499
BORDEN AWOS,44.272,-79.912,ON,-15.3,2,NA,-2.2,2,-36,2,,,NA,18,6,NA,,4,,,NA,865.1,0,611B002
EGBERT CS,44.233,-79.783,ON,-14.7,0,NA,-2.8,0,-29.3,0,,,NA,21.8,0,NA,13,6,,,NA,915.7,0,6.11E+03
COVE ISLAND (AUT),45.333,-81.733,ON,-12.4,0,NA,-1.3,0,-27,0,,,NA,,,NA,,,,,NA,850.7,0,61219J2
